TRGID,ProgramName,MasterProgramName,CategoryName,Manufacturer,Classification_PHYSICAL CONDITION,Classification_CONDITION,RTVType,OrderNumber,Sale Price (Discount applied),Retail Price On Sale Date,MR_LMR_UPC_AverageCategoryRetail,UPCRetail,Order Type Sold On,Marketplace Sold On,OrderCustomerName,OrderCustomerCompanyName,MarketplacePONumber,SortingIndex,LocationID,OrderCreatedDate
TRG00570,BRTON-WM-BAR,Open Box Returns,Headphones,Samsung,Good,A,RTV Liquidate,ORD-10570,133.50,219.73,172.11,155.92,Retail,Amazon,Sam Patel,Acme Returns LLC,PO-570,8,LOC-6,2026-08-15
TRG00571,BRTON-WM-BAR,Walmart Monitors (Finished),Monitors,Dell,Good,B,Non RTV,ORD-10571,155.67,182.32,130.38,168.22,Wholesale,Shopify,Sam Patel,Acme Returns LLC,PO-571,,,2026-09-14
TRG00573,BRTON-WM-FOO,Warehouse Direct,Monitors,Dell,Damaged,B,Non RTV,ORD-10573,62.69,223.53,225.42,198.11,Retail,Amazon,Sam Patel,Acme Returns LLC,PO-573,,,2026-08-09
TRG00574,DALLX-HEADPHONES,Warehouse Direct,Monitors,Dell,Fair,C,Non RTV,ORD-10574,40.80,198.38,122.37,192.84,Retail,Walmart,Sam Patel,Acme Returns LLC,PO-574,,,2026-08-25
TRG00575,DALLX-HEADPHONES,Open Box Returns,TVs,HP,Fair,B,RTV,ORD-10575,66.75,52.26,243.65,175.96,Retail,eBay,Sam Patel,Acme Returns LLC,PO-575,,,2026-09-11
TRG00576,MIAFL-HEAD-OFFICE,Walmart Monitors (Finished),TVs,HP,Good,C,,ORD-10576,0.00,204.57,118.32,209.41,Wholesale,Amazon,Sam Patel,Acme Returns LLC,PO-576,12,LOC-32,2026-09-04
TRG00577,BRTON-WM-FOO,Walmart Computer Parts (Finished),Computers,HP,Fair,B,,ORD-10577,71.18,43.18,229.78,128.84,Wholesale,Shopify,Jordan Lee,Acme Returns LLC,PO-577,8,LOC-2,2026-08-15
TRG00578,MIAFL-HEAD-OFFICE,Walmart Headphones & Speakers (Not Apple) (Finished),Headphones,Dell,Good,C,Non RTV,ORD-10578,104.23,41.56,220.48,40.02,Retail,Walmart,Alex Nguyen,Acme Returns LLC,PO-578,,,2026-08-26
TRG00579,MILON-WM-DOTCA-RTV,Walmart Finished Goods Wide Sku (Finished),Computers,Samsung,Good,A,Return to Stock,ORD-10579,116.28,44.25,232.55,41.54,Wholesale,eBay,Alex Nguyen,Acme Returns LLC,PO-579,,,2026-08-26
TRG00582,BRTON-WM-BAR,Walmart Headphones & Speakers (Not Apple) (Finished),Monitors,Dell,Damaged,B,Non RTV,ORD-10582,152.56,57.29,104.66,142.19,Retail,Walmart,Alex Nguyen,Acme Returns LLC,PO-582,,,2026-08-22
TRG00583,DALLX-HEADPHONES,Specialty,TVs,Dell,Damaged,A,,ORD-10583,67.88,158.56,106.20,201.87,Retail,Walmart,Alex Nguyen,The Recon Group LLP,PO-583,,,2026-09-06
TRG00584,PHXAZ-RETURNS,Walmart Headphones & Speakers (Not Apple) (Finished),TVs,Samsung,Very Good,C,Non RTV,ORD-10584,105.40,204.11,131.73,175.74,Retail,Walmart,Alex Nguyen,Acme Returns LLC,PO-584,9,LOC-4,2026-08-28
TRG00585,PHXAZ-RETURNS,Walmart Headphones & Speakers (Not Apple) (Finished),TVs,HP,Damaged,A,Non RTV,ORD-10585,68.99,68.45,207.45,169.73,Liquidation,eBay,Sam Patel,Acme Returns LLC,PO-585,,,2026-09-08
TRG00586,BRTON-WM-FOO,Walmart Monitors (Finished),Monitors,HP,Good,C,Non RTV,ORD-10586,139.37,172.85,143.72,122.38,Liquidation,eBay,Jordan Lee,Acme Returns LLC,PO-586,,,2026-09-01
TRG00588,PHXAZ-RETURNS,Walmart Computer Parts (Finished),Monitors,Samsung,Damaged,B,,ORD-10588,136.19,163.58,233.25,256.52,Retail,Shopify,Jordan Lee,Acme Returns LLC,PO-588,,,2026-09-09
TRG00589,WFS-OVERFLOW,Open Box Returns,Headphones,Samsung,Damaged,B,,ORD-10589,30.34,130.93,174.70,182.91,Liquidation,Amazon,Sam Patel,Acme Returns LLC,PO-589,7,LOC-19,2026-08-18
TRG00590,BRTON-WM-FOO,Walmart Finished Goods Wide Sku (Finished),Computers,Samsung,Damaged,A,RTV Liquidate,ORD-10590,25.76,147.79,192.60,217.00,Wholesale,Amazon,Sender Shamiss,Acme Returns LLC,PO-590,4,LOC-54,2026-08-19
TRG00591,MIAFL-HEAD-OFFICE,Walmart Computer Parts (Finished),Headphones,HP,Very Good,A,Non RTV,ORD-10591,65.33,107.67,224.65,238.96,Wholesale,Amazon,Sam Patel,Acme Returns LLC,PO-591,,,2026-08-16
TRG00593,DALLX-HEADPHONES,Walmart Monitors (Finished),Tablets,HP,Very Good,B,Non RTV,ORD-10593,55.25,174.16,197.63,232.52,Liquidation,Amazon,Alex Nguyen,Acme Returns LLC,PO-593,8,LOC-51,2026-09-07
TRG00594,MILON-WM-DOTCA-RTV,Walmart Finished Goods Wide Sku (Finished),Tablets,Samsung,Damaged,C,Non RTV,ORD-10594,161.09,42.51,153.76,252.95,Wholesale,Walmart,Alex Nguyen,Acme Returns LLC,PO-594,7,LOC-14,2026-08-24
TRG00597,BRTON-WM-BAR,Warehouse Direct,Computers,HP,Fair,B,Non RTV,ORD-10597,181.93,123.12,148.78,189.84,Retail,Amazon,Jordan Lee,Acme Returns LLC,PO-597,,,2026-08-28
TRG00598,DALLX-HEADPHONES,Walmart Headphones & Speakers (Not Apple) (Finished),Tablets,Dell,Fair,C,Non RTV,ORD-10598,91.24,140.94,100.36,150.20,Retail,Walmart,Sam Patel,Acme Returns LLC,PO-598,,,2026-08-28
TRG00599,MILON-WM-DOTCA-RTV,Walmart Computers Parts (Finished),Headphones,Samsung,Damaged,C,,ORD-10599,133.79,71.74,231.63,178.01,Wholesale,Shopify,Alex Nguyen,Acme Returns LLC,PO-599,,,2026-08-18
TRG00600,PHXAZ-RETURNS,Walmart Finished Goods Wide Sku (Finished),Headphones,Samsung,Very Good,C,Non RTV,ORD-10600,52.36,67.64,110.61,134.45,Liquidation,Shopify,Jordan Lee,Acme Returns LLC,PO-600,,,2026-08-06
TRG00601,DALLX-HEADPHONES,Open Box Returns,Tablets,Dell,Damaged,C,RTV Liquidate,ORD-10601,61.12,68.40,151.95,92.44,Wholesale,Walmart,Alex Nguyen,Acme Returns LLC,PO-601,7,LOC-7,2026-08-11
TRG00602,MILON-WM-DOTCA-RTV,Open Box Returns,Headphones,Dell,Fair,A,,ORD-10602,156.04,142.74,95.55,240.05,Wholesale,Shopify,Alex Nguyen,Acme Returns LLC,PO-602,,,2026-09-04
TRG00603,WFS-OVERFLOW,Open Box Returns,Headphones,Dell,Very Good,A,,ORD-10603,173.98,198.61,73.05,204.58,Wholesale,Amazon,Jordan Lee,Acme Returns LLC,PO-603,,,2026-08-09
TRG00605,PHXAZ-RETURNS,Warehouse Direct,Computers,HP,Fair,C,,ORD-10605,73.94,204.05,49.82,105.16,Wholesale,Amazon,Jordan Lee,Acme Returns LLC,PO-605,,,2026-09-12
TRG00606,MILON-WM-DOTCA-RTV,Open Box Returns,Tablets,Samsung,Good,C,Non RTV,ORD-10606,132.48,95.92,189.54,112.73,Liquidation,Shopify,Jordan Lee,Acme Returns LLC,PO-606,,,2026-09-02
TRG00607,MILON-WM-DOTCA-RTV,Walmart Computer Parts (Finished),TVs,HP,Very Good,B,RTV Liquidate,ORD-10607,22.05,79.44,131.26,114.50,Retail,Amazon,Alex Nguyen,Acme Returns LLC,PO-607,,,2026-09-02
TRG00608,MILON-WM-DOTCA-RTV,Walmart Monitors (Finished),Monitors,Samsung,Very Good,B,RTV Liquidate,ORD-10608,60.82,42.33,119.87,150.72,Liquidation,Shopify,Jordan Lee,Acme Returns LLC,PO-608,2,LOC-43,2026-08-31
TRG00609,WFS-OVERFLOW,Walmart Headphones & Speakers (Not Apple) (Finished),Tablets,Dell,Damaged,A,RTV Liquidate,ORD-10609,52.35,166.60,184.25,143.95,Retail,Amazon,Sam Patel,Acme Returns LLC,PO-609,10,LOC-42,2026-08-11
TRG00610,MIAFL-HEAD-OFFICE,Walmart Finished Goods Wide Sku (Finished),Monitors,HP,Damaged,B,,ORD-10610,308.30,171.28,151.59,221.84,Wholesale,Shopify,Sam Patel,Acme Returns LLC,PO-610,4,LOC-49,2026-09-07
TRG00611,BRTON-WM-FOO,Open Box Returns,Accessories,Samsung,Very Good,A,,ORD-10611,47.97,138.70,142.76,258.18,Retail,Walmart,Jordan Lee,Acme Returns LLC,PO-611,,,2026-08-12
TRG00612,DALLX-HEADPHONES,Warehouse Direct,Accessories,Samsung,Damaged,A,RTV Liquidate,ORD-10612,0.00,118.87,169.56,102.59,Retail,Shopify,Sam Patel,Acme Returns LLC,PO-612,7,LOC-31,2026-08-15
TRG00614,WFS-OVERFLOW,Walmart Monitors (Finished),Monitors,Samsung,Fair,C,Non RTV,ORD-10614,144.08,195.26,206.60,221.27,Retail,eBay,Alex Nguyen,Acme Returns LLC,PO-614,,,2026-08-07
TRG00615,PHXAZ-RETURNS,Walmart Headphones & Speakers (Not Apple) (Finished),Accessories,Samsung,Good,B,Non RTV,ORD-10615,127.05,244.68,44.08,195.23,Retail,Amazon,Alex Nguyen,Acme Returns LLC,PO-615,7,LOC-54,2026-08-06
TRG00616,MILON-WM-DOTCA-RTV,Walmart Headphones & Speakers (Not Apple) (Finished),Headphones,Samsung,Very Good,A,Non RTV,ORD-10616,0.00,164.58,240.10,95.57,Retail,Walmart,Sam Patel,Acme Returns LLC,PO-616,,,2026-08-11
TRG00617,MIAFL-HEAD-OFFICE,Specialty,Monitors,Samsung,Damaged,C,RTV Liquidate,ORD-10617,152.31,186.96,141.52,63.54,Retail,Walmart,Jordan Lee,Acme Returns LLC,PO-617,,,2026-09-04
TRG00618,MILON-WM-DOTCA-RTV,Open Box Returns,Tablets,HP,Fair,C,Non RTV,ORD-10618,110.44,217.43,197.61,139.21,Liquidation,eBay,Alex Nguyen,Acme Returns LLC,PO-618,,,2026-09-12
TRG00620,PHXAZ-RETURNS,Walmart Computer Parts (Finished),TVs,Dell,Damaged,B,Non RTV,ORD-10620,132.92,214.73,211.71,262.55,Wholesale,Amazon,Jordan Lee,Acme Returns LLC,PO-620,,,2026-08-07
TRG00622,PHXAZ-RETURNS,Walmart Computers Parts (Finished),Accessories,Samsung,Good,C,Non RTV,ORD-10622,67.87,195.16,207.66,149.48,Wholesale,Walmart,Sam Patel,Acme Returns LLC,PO-622,,,2026-09-08
TRG00626,PHXAZ-RETURNS,Walmart Finished Goods Wide Sku (Finished),Tablets,Dell,Fair,C,Non RTV,ORD-10626,0.00,92.27,224.10,90.27,Liquidation,Shopify,Sam Patel,Acme Returns LLC,PO-626,,,2026-09-04
TRG00628,BRTON-WM-FOO,Warehouse Direct,TVs,HP,Good,B,Non RTV,ORD-10628,84.92,141.06,204.42,81.85,Retail,eBay,Alex Nguyen,Acme Returns LLC,PO-628,12,LOC-15,2026-08-16
TRG00629,MIAFL-HEAD-OFFICE,Walmart Computer Parts (Finished),Computers,Samsung,Damaged,C,RTV Liquidate,ORD-10629,163.68,120.85,188.16,207.28,Retail,Shopify,Jordan Lee,Acme Returns LLC,PO-629,,,2026-08-25
TRG00631,MIAFL-HEAD-OFFICE,Walmart Computer Parts (Finished),Accessories,HP,Good,A,RTV,ORD-10631,171.99,117.24,166.27,182.31,Retail,Shopify,Alex Nguyen,Acme Returns LLC,PO-631,,,2026-08-08
TRG00632,WFS-OVERFLOW,Walmart Finished Goods Wide Sku (Finished),Monitors,Dell,Damaged,A,,ORD-10632,23.43,243.75,127.30,258.76,Retail,Walmart,Jordan Lee,Acme Returns LLC,PO-632,,,2026-08-16
TRG00633,MIAFL-HEAD-OFFICE,Walmart Finished Goods Wide Sku (Finished),Monitors,HP,Good,A,,ORD-10633,13.60,117.21,103.01,197.35,Wholesale,Walmart,Sam Patel,Acme Returns LLC,PO-633,,,2026-09-05
TRG00636,MIAFL-HEAD-OFFICE,Walmart Finished Goods Wide Sku (Finished),Tablets,Dell,Damaged,A,Non RTV,ORD-10636,100.83,204.07,126.00,70.20,Wholesale,Walmart,Sam Patel,The Recon Group LLP,PO-636,,,2026-08-06
TRG00638,MILON-WM-DOTCA-RTV,Warehouse Direct,Monitors,Samsung,Damaged,C,RTV Liquidate,ORD-10638,172.90,219.10,70.78,234.80,Retail,Amazon,Alex Nguyen,Acme Returns LLC,PO-638,6,LOC-30,2026-09-12
TRG00639,PHXAZ-RETURNS,Walmart Finished Goods Wide Sku (Finished),Computers,Dell,Fair,A,RTV Liquidate,ORD-10639,176.91,78.22,219.40,76.36,Wholesale,Walmart,Jordan Lee,Acme Returns LLC,PO-639,9,LOC-50,2026-08-25
TRG00640,BRTON-WM-FOO,Walmart Finished Goods Wide Sku (Finished),Monitors,HP,Fair,C,Non RTV,ORD-10640,78.02,61.68,101.49,160.09,Liquidation,Shopify,Alex Nguyen,Acme Returns LLC,PO-640,,,2026-09-01
TRG00641,PHXAZ-RETURNS,Walmart Computers Parts (Finished),TVs,HP,Good,B,,ORD-10641,162.07,129.52,117.44,180.41,Liquidation,Walmart,Jordan Lee,Acme Returns LLC,PO-641,,,2026-08-31
TRG00642,PHXAZ-RETURNS,Warehouse Direct,Tablets,Samsung,Damaged,C,Non RTV,ORD-10642,170.40,136.82,91.06,104.20,Liquidation,eBay,Jordan Lee,Acme Returns LLC,PO-642,2,LOC-30,2026-08-22
TRG00643,MILON-WM-DOTCA-RTV,Warehouse Direct,Headphones,Dell,Damaged,A,RTV Liquidate,ORD-10643,167.84,210.61,245.79,253.33,Liquidation,Amazon,Sam Patel,Acme Returns LLC,PO-643,10,LOC-32,2026-09-15
TRG00644,DALLX-HEADPHONES,Walmart Monitors (Finished),Accessories,Dell,Very Good,C,,ORD-10644,177.26,128.69,232.01,124.13,Wholesale,Shopify,Sam Patel,Acme Returns LLC,PO-644,,,2026-08-18
TRG00645,MIAFL-HEAD-OFFICE,Open Box Returns,Headphones,Dell,Damaged,A,RTV Liquidate,ORD-10645,64.02,127.69,240.56,125.81,Wholesale,Amazon,Sam Patel,Acme Returns LLC,PO-645,11,LOC-47,2026-08-18
TRG00647,WFS-OVERFLOW,Walmart Monitors (Finished),Tablets,HP,Good,C,,ORD-10647,84.08,34.60,108.15,219.23,Liquidation,Amazon,Jordan Lee,Acme Returns LLC,PO-647,,,2026-08-11
TRG00648,WFS-OVERFLOW,Walmart Computers Parts (Finished),Tablets,Samsung,Fair,A,Non RTV,ORD-10648,184.62,140.81,150.45,181.41,Liquidation,Shopify,Sam Patel,Acme Returns LLC,PO-648,,,2026-09-08
TRG00649,MILON-WM-DOTCA-RTV,Walmart Finished Goods Wide Sku (Finished),Monitors,HP,Fair,C,,ORD-10649,36.01,204.89,117.55,192.50,Liquidation,Shopify,Sender Shamiss,Acme Returns LLC,PO-649,,,2026-08-11
TRG00650,BRTON-WM-BAR,Walmart Monitors (Finished),Monitors,Samsung,Very Good,A,Non RTV,ORD-10650,181.80,231.91,211.86,33.63,Wholesale,eBay,Jordan Lee,Acme Returns LLC,PO-650,,,2026-09-08
TRG00651,PHXAZ-RETURNS,Walmart Finished Goods Wide Sku (Finished),Monitors,Samsung,Very Good,C,Non RTV,ORD-10651,184.32,99.66,156.53,31.25,Retail,eBay,Jordan Lee,Acme Returns LLC,PO-651,,,2026-08-27
TRG00652,BRTON-WM-FOO,Walmart Finished Goods Wide Sku (Finished),TVs,Samsung,Good,C,,ORD-10652,0.00,123.32,137.53,70.26,Retail,Shopify,Jordan Lee,Acme Returns LLC,PO-652,,,2026-08-28
TRG00653,MILON-WM-DOTCA-RTV,Walmart Computers Parts (Finished),Tablets,HP,Very Good,A,,ORD-10653,0.00,167.46,161.82,110.22,Liquidation,Shopify,Alex Nguyen,Acme Returns LLC,PO-653,,,2026-08-12
TRG00654,MIAFL-HEAD-OFFICE,Walmart Computers Parts (Finished),Headphones,Dell,Fair,B,RTV Liquidate,ORD-10654,101.89,163.24,208.50,48.52,Wholesale,Shopify,Jordan Lee,Acme Returns LLC,PO-654,,,2026-08-27
TRG00655,PHXAZ-RETURNS,Warehouse Direct,Monitors,Samsung,Damaged,C,Non RTV,ORD-10655,91.54,181.05,74.76,166.40,Liquidation,Walmart,Sam Patel,Acme Returns LLC,PO-655,,,2026-08-18
TRG00656,DALLX-HEADPHONES,Walmart Computer Parts (Finished),Monitors,Samsung,Very Good,C,,ORD-10656,85.59,128.79,42.63,104.41,Wholesale,eBay,Alex Nguyen,Acme Returns LLC,PO-656,,,2026-08-06
TRG00657,PHXAZ-RETURNS,Walmart Monitors (Finished),TVs,Samsung,Very Good,C,,ORD-10657,52.06,109.30,105.34,235.31,Liquidation,Shopify,Jordan Lee,Acme Returns LLC,PO-657,,,2026-08-27
TRG00658,PHXAZ-RETURNS,Warehouse Direct,Computers,HP,Fair,B,Non RTV,ORD-10658,0.00,137.28,112.19,153.39,Wholesale,Shopify,Jordan Lee,Acme Returns LLC,PO-658,,,2026-09-04
TRG00659,BRTON-WM-FOO,Walmart Computers Parts (Finished),Headphones,Dell,Damaged,A,,ORD-10659,45.80,240.33,100.90,141.73,Retail,Amazon,Sam Patel,Acme Returns LLC,PO-659,,,2026-08-10
TRG00660,PHXAZ-RETURNS,Walmart Computers Parts (Finished),TVs,Dell,Damaged,C,Non RTV,ORD-10660,92.37,40.32,249.80,137.74,Liquidation,Walmart,Jordan Lee,Acme Returns LLC,PO-660,,,2026-08-31
TRG00661,MIAFL-HEAD-OFFICE,Walmart Monitors (Finished),TVs,HP,Good,B,RTV Liquidate,ORD-10661,163.53,217.37,84.23,269.89,Retail,Amazon,Jordan Lee,Acme Returns LLC,PO-661,,,2026-08-09
TRG00662,MILON-WM-DOTCA-RTV,Walmart Computers Parts (Finished),Monitors,Dell,Fair,C,,ORD-10662,56.59,155.53,68.47,159.20,Wholesale,Shopify,Alex Nguyen,Acme Returns LLC,PO-662,,,2026-08-25
TRG00663,PHXAZ-RETURNS,Walmart Computers Parts (Finished),TVs,Samsung,Fair,C,RTV Liquidate,ORD-10663,0.00,118.84,225.62,263.96,Retail,Walmart,Sam Patel,Acme Returns LLC,PO-663,,,2026-08-10
TRG00664,BRTON-WM-FOO,Walmart Computer Parts (Finished),Tablets,Dell,Damaged,B,Non RTV,ORD-10664,118.80,188.15,236.90,136.38,Retail,Walmart,Jordan Lee,Acme Returns LLC,PO-664,,,2026-08-20
TRG00667,BRTON-WM-FOO,Walmart Computers Parts (Finished),Headphones,HP,Fair,B,Non RTV,ORD-10667,102.16,150.68,128.02,185.49,Retail,Amazon,Alex Nguyen,Acme Returns LLC,PO-667,,,2026-08-26
TRG00669,MILON-WM-DOTCA-RTV,Open Box Returns,TVs,Dell,Good,C,Return to Stock,ORD-10669,66.98,234.72,68.23,72.15,Wholesale,eBay,Sam Patel,Acme Returns LLC,PO-669,,,2026-09-10
TRG00670,MILON-WM-DOTCA-RTV,Warehouse Direct,Computers,Samsung,Damaged,B,,ORD-10670,0.00,196.51,64.73,242.13,Retail,Shopify,Jordan Lee,Acme Returns LLC,PO-670,,,2026-08-30
TRG00671,DALLX-HEADPHONES,Walmart Monitors (Finished),TVs,Dell,Very Good,A,RTV Liquidate,ORD-10671,141.34,78.52,59.04,77.05,Wholesale,Amazon,Alex Nguyen,Acme Returns LLC,PO-671,7,LOC-6,2026-08-20
TRG00672,MIAFL-HEAD-OFFICE,Walmart Computers Parts (Finished),Accessories,HP,Very Good,A,Non RTV,ORD-10672,85.03,140.25,183.86,67.63,Wholesale,eBay,Alex Nguyen,Acme Returns LLC,PO-672,,,2026-08-09
TRG00673,PHXAZ-RETURNS,Walmart Monitors (Finished),TVs,HP,Fair,B,,ORD-10673,0.00,171.63,169.81,201.54,Liquidation,Walmart,Sam Patel,Acme Returns LLC,PO-673,,,2026-09-03
TRG00676,MILON-WM-DOTCA-RTV,Warehouse Direct,Accessories,Samsung,Damaged,A,,ORD-10676,44.45,195.08,131.54,45.31,Wholesale,Walmart,Alex Nguyen,Acme Returns LLC,PO-676,,,2026-09-02
TRG00677,WFS-OVERFLOW,Walmart Headphones & Speakers (Not Apple) (Finished),TVs,Dell,Fair,B,RTV Liquidate,ORD-10677,30.94,115.99,252.61,204.78,Wholesale,Walmart,Alex Nguyen,Acme Returns LLC,PO-677,,,2026-08-24
TRG00678,MILON-WM-DOTCA-RTV,Walmart Computers Parts (Finished),TVs,Dell,Good,A,RTV Liquidate,ORD-10678,186.57,37.21,224.91,227.63,Wholesale,Walmart,Alex Nguyen,Acme Returns LLC,PO-678,,,2026-09-03
TRG00679,DALLX-HEADPHONES,Walmart Finished Goods Wide Sku (Finished),Computers,Samsung,Very Good,A,Non RTV,ORD-10679,168.79,108.97,167.87,186.51,Liquidation,eBay,Jordan Lee,Acme Returns LLC,PO-679,,,2026-09-13
TRG00681,MIAFL-HEAD-OFFICE,Walmart Computers Parts (Finished),Accessories,HP,Damaged,C,RTV Liquidate,ORD-10681,166.12,66.17,125.42,100.38,Wholesale,eBay,Sam Patel,Acme Returns LLC,PO-681,,,2026-09-05
TRG00682,WFS-OVERFLOW,Open Box Returns,Accessories,Dell,Fair,B,Non RTV,ORD-10682,156.95,248.10,59.24,54.26,Liquidation,Walmart,Jordan Lee,Acme Returns LLC,PO-682,,,2026-09-01
TRG00684,MILON-WM-DOTCA-RTV,Walmart Computer Parts (Finished),Accessories,Dell,Fair,B,,ORD-10684,154.59,66.82,69.08,252.38,Liquidation,eBay,Jordan Lee,Acme Returns LLC,PO-684,,,2026-09-11
TRG00685,BRTON-WM-BAR,Walmart Monitors (Finished),Headphones,Samsung,Damaged,C,Non RTV,ORD-10685,179.79,85.30,170.30,135.47,Liquidation,Amazon,Sam Patel,Acme Returns LLC,PO-685,,,2026-08-29
TRG00686,BRTON-WM-FOO,Walmart Headphones & Speakers (Not Apple) (Finished),Headphones,Samsung,Good,C,Research,ORD-10686,124.60,176.98,63.80,163.53,Liquidation,Walmart,Alex Nguyen,Acme Returns LLC,PO-686,,,2026-08-11
TRG00687,BRTON-WM-FOO,Walmart Computers Parts (Finished),Accessories,Samsung,Fair,A,RTV Liquidate,ORD-10687,154.38,145.93,120.61,129.92,Retail,Walmart,Sam Patel,Acme Returns LLC,PO-687,,,2026-08-11
TRG00688,MILON-WM-DOTCA-RTV,Walmart Headphones & Speakers (Not Apple) (Finished),Headphones,Dell,Fair,B,,ORD-10688,89.73,246.64,240.23,70.10,Liquidation,Walmart,Jordan Lee,Acme Returns LLC,PO-688,,,2026-09-06
TRG00689,PHXAZ-RETURNS,Warehouse Direct,Computers,HP,Damaged,C,,ORD-10689,166.19,110.56,119.65,117.07,Liquidation,Walmart,Alex Nguyen,The Recon Group LLP,PO-689,,,2026-08-06
TRG00690,PHXAZ-RETURNS,Walmart Computers Parts (Finished),Headphones,Dell,Good,C,,ORD-10690,0.00,87.93,235.14,154.03,Retail,Walmart,Sam Patel,Acme Returns LLC,PO-690,2,LOC-25,2026-08-19
TRG00691,WFS-OVERFLOW,Walmart Finished Goods Wide Sku (Finished),Monitors,Samsung,Very Good,C,,ORD-10691,39.83,227.94,227.07,105.93,Liquidation,Amazon,Jordan Lee,Acme Returns LLC,PO-691,,,2026-08-26
TRG00694,DALLX-HEADPHONES,Warehouse Direct,Computers,Dell,Good,A,RTV Liquidate,ORD-10694,158.30,158.86,50.90,137.98,Retail,Amazon,Alex Nguyen,Acme Returns LLC,PO-694,,,2026-09-03
TRG00695,BRTON-WM-FOO,Open Box Returns,Accessories,Dell,Very Good,C,Non RTV,ORD-10695,123.90,109.96,182.51,80.52,Retail,Amazon,Sam Patel,Acme Returns LLC,PO-695,6,LOC-39,2026-08-16
TRG00696,PHXAZ-RETURNS,Specialty,Accessories,Dell,Fair,C,RTV Liquidate,ORD-10696,66.47,163.21,130.48,129.04,Wholesale,Walmart,Jordan Lee,Acme Returns LLC,PO-696,8,LOC-40,2026-08-14
TRG00697,WFS-OVERFLOW,Open Box Returns,TVs,Dell,Very Good,A,,ORD-10697,161.17,166.46,223.50,161.69,Liquidation,eBay,Jordan Lee,Acme Returns LLC,PO-697,,,2026-08-25
TRG00699,BRTON-WM-BAR,Walmart Headphones & Speakers (Not Apple) (Finished),TVs,Samsung,Fair,B,RTV Liquidate,ORD-10699,107.02,61.86,91.88,51.62,Wholesale,eBay,Jordan Lee,Acme Returns LLC,PO-699,,,2026-09-12
TRG00702,BRTON-WM-FOO,Walmart Computer Parts (Finished),TVs,Dell,Damaged,C,,ORD-10702,135.47,130.54,92.28,108.94,Wholesale,Amazon,Jordan Lee,Acme Returns LLC,PO-702,12,LOC-32,2026-09-15
TRG00703,MIAFL-HEAD-OFFICE,Walmart Finished Goods Wide Sku (Finished),TVs,HP,Damaged,B,RTV Liquidate,ORD-10703,119.87,80.01,192.65,138.22,Liquidation,Shopify,Jordan Lee,Acme Returns LLC,PO-703,,,2026-08-30
TRG00704,BRTON-WM-FOO,Walmart Computer Parts (Finished),Headphones,HP,Fair,A,RTV Liquidate,ORD-10704,154.75,245.38,216.01,152.33,Liquidation,Shopify,Alex Nguyen,Acme Returns LLC,PO-704,,,2026-08-27
TRG00706,MIAFL-HEAD-OFFICE,Open Box Returns,TVs,Dell,Good,B,,ORD-10706,154.72,173.91,140.81,219.16,Retail,eBay,Alex Nguyen,Acme Returns LLC,PO-706,10,LOC-33,2026-08-19
TRG00707,WFS-OVERFLOW,Specialty,Monitors,Samsung,Good,B,Non RTV,ORD-10707,107.27,159.46,181.02,108.87,Liquidation,Shopify,Sam Patel,Acme Returns LLC,PO-707,,,2026-09-03
TRG00708,MIAFL-HEAD-OFFICE,Walmart Finished Goods Wide Sku (Finished),TVs,HP,Fair,C,,ORD-10708,187.80,141.16,198.10,203.02,Retail,Shopify,Sender Shamiss,Acme Returns LLC,PO-708,,,2026-08-09
TRG00709,BRTON-WM-BAR,Specialty,Accessories,Dell,Very Good,C,Non RTV,ORD-10709,149.10,127.63,147.40,223.71,Retail,Walmart,Alex Nguyen,Acme Returns LLC,PO-709,,,2026-08-19
TRG00710,DALLX-HEADPHONES,Walmart Finished Goods Wide Sku (Finished),Monitors,Samsung,Very Good,A,RTV Liquidate,ORD-10710,119.16,218.33,82.15,139.32,Liquidation,Amazon,Jordan Lee,Acme Returns LLC,PO-710,,,2026-08-25
TRG00716,BRTON-WM-FOO,Walmart Monitors (Finished),Computers,Samsung,Fair,C,,ORD-10716,141.87,30.02,91.43,183.72,Wholesale,Amazon,Jordan Lee,Acme Returns LLC,PO-716,,,2026-08-29
TRG00717,WFS-OVERFLOW,Specialty,Accessories,Dell,Fair,B,,ORD-10717,138.47,31.86,65.78,39.91,Liquidation,Shopify,Sam Patel,Acme Returns LLC,PO-717,,,2026-08-22
TRG00720,MIAFL-HEAD-OFFICE,Walmart Computer Parts (Finished),TVs,Dell,Very Good,A,Non RTV,ORD-10720,141.37,83.08,227.57,267.38,Wholesale,Walmart,Sam Patel,Acme Returns LLC,PO-720,,,2026-08-24
